specobjid,SOURCETYPE,RA,Dec,plate,ra,dec,objid,run,rerun,camcol,field,z,mjd,fiberID,run2d,wavelength,red shift,red shift error,flux,g sn,r sn,i sn,central wavelength
501161829410564096,GALAXY                   ,129.17295,50.750537,445,129.172955246269,50.7505459253996,1237651251485147334,1345,301,4,151,0.07834015,51873,496,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[16.533058 19.102957 20.39151  ...  9.50494   9.544908  8.509891],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501162104288471040,GALAXY                   ,129.48838,50.688838,445,129.488384429886,50.6888384531439,1237651191357309169,1331,301,4,177,0.324871,51873,497,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[1.6275953 0.5439197 1.38992   ... 9.041392  8.60573   8.09542  ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501162379166377984,GALAXY                   ,129.68783,51.082395,445,129.687845414439,51.0824154165387,1237651251485343925,1345,301,4,154,0.04726653,51873,498,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[ 7.1072726  9.843572  12.175837  ...  7.586479   7.4660616  6.409551 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501162654044284928,GALAXY                   ,129.34918,50.640832,445,129.349205186169,50.6408290076924,1237651191357243511,1331,301,4,176,0.03702903,51873,499,26,[3.5813 3.5814 3.5815 ... 3.9643 3.9644 3.9645],[ 3.6880138  9.819207  15.52034   ...  6.345463   7.206435   6.820322 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501162928922191872,QSO                      ,129.40298,50.994292,445,129.402958307712,50.9942733479334,1237651251485278269,1345,301,4,153,1.029588,51873,500,26,[3.5813 3.5814 3.5815 ... 3.9643 3.9644 3.9645],[29.603119  45.428967  36.071243  ...  7.579274   7.120217   4.9060183],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501163203800098816,GALAXY                   ,130.18671,51.148698,445,130.186735560225,51.1487363549455,1237651191357571192,1331,301,4,181,0.1856461,51873,501,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[-2.7379367 -3.479134   9.27662   ... 13.446998  14.271372  11.165447 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501163478678005760,GALAXY                   ,130.05634,50.976375,445,130.056346600465,50.9763917371121,1237651191357505626,1331,301,4,180,0.1225476,51873,502,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[ 1.4365505  3.5679638  7.7636003 ... 18.308271  17.80608   16.663136 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501163753555912704,GALAXY                   ,129.9276,50.953834,445,129.927631896101,50.9538114378305,1237651191357440133,1331,301,4,179,0.1195722,51873,503,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[ 8.736202  9.200879 13.748493 ... 20.375158 19.225126 18.43926 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501164028433819648,GALAXY                   ,129.98671,51.100058,445,129.98669353042,51.1000800386708,1237651191357505746,1331,301,4,180,0.07380561,51873,504,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[5.3698726  6.1495056  0.71039104 ... 6.5691166  5.723143   6.4131274 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501164303311726592,QSO                      ,129.9426,51.200786,445,129.942588075209,51.200800266923,1237651251485475016,1345,301,4,156,4.406798,51873,505,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[-5.877996   1.7861092 -6.807207  ...  3.0775506  5.4634924  2.9503186],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501164578189633536,GALAXY                   ,130.17098,50.955261,445,130.171015395149,50.9552514328197,1237651250948538516,1345,301,3,155,0.1459132,51873,506,26,[3.5815 3.5816 3.5817 ... 3.9531 3.9532 3.9533],[12.406011  3.834011  8.959677 ... 11.708708 11.098211 11.073842],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501165127945447424,GALAXY                   ,129.949,50.898809,445,129.949002798756,50.8988184943008,1237651191357440202,1331,301,4,179,0.09752213,51873,508,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[ 5.63908    1.239699   0.6906238 ... 12.614668  13.544269   7.802716 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501165402823354368,GALAXY                   ,130.05649,51.05439,445,130.056500586974,51.0544085422457,1237651191357505658,1331,301,4,180,0.1215921,51873,509,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[16.061182  15.589035   6.3458495 ... 12.720776  12.271487  11.239093 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501165677701261312,GALAXY                   ,130.15842,50.762135,445,130.158429331122,50.7621435976552,1237651250948473006,1345,301,3,154,0.07301582,51873,510,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[14.358187  9.124411 13.070288 ... 14.394503 12.367567 11.676746],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501165952579168256,GALAXY                   ,130.06453,50.728441,445,130.064547326442,50.728447772341,1237651250948473042,1345,301,3,154,0.4032024,51873,511,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[-1.8965948  6.330238   2.9474132 ... 12.638708  12.193811  10.0018015],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501166227457075200,GALAXY                   ,129.82397,50.826631,445,129.823988971263,50.8266427438423,1237651191357374673,1331,301,4,178,0.2684883,51873,512,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[-3.5126197 -2.6848793 -3.2923245 ... 11.818396  13.242935  11.245367 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501166502334982144,QSO                      ,129.88087,50.980783,445,129.88087796422,50.9807721545099,1237651191357440508,1331,301,4,179,-0.0006847925,51873,513,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],"[-1.4006197   3.9928956   7.0408616  ...  0.9940649   0.50518054
 -0.8985338 ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501166777212889088,GALAXY                   ,129.86439,50.833764,445,129.864403414597,50.833782082896,1237651191357374642,1331,301,4,178,0.09763082,51873,514,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],"[-3.0993326  -2.194857    0.22357355 ... 22.385576   20.781284
 20.368979  ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501167052090796032,QSO                      ,130.17102,50.685493,445,130.17105041867,50.6854806619526,1237651190820569222,1331,301,3,179,1.130246,51873,515,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[ 9.034759  11.763005   8.971019  ...  4.4921403  3.9962132  0.3877199],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501167326968702976,GALAXY                   ,129.82003,50.685784,445,129.820080779385,50.6857788479944,1237651250948407434,1345,301,3,153,0.0448564,51873,516,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[ 2.1243653 -1.4145648 -1.5778617 ...  5.026429   5.728196   3.061975 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501167601846609920,GALAXY                   ,129.96824,50.92132,445,129.968256991016,50.921314000638,1237651191357440031,1331,301,4,179,0.4194854,51873,517,26,[3.5813 3.5814 3.5815 ... 3.9643 3.9644 3.9645],[-2.2834923  3.7880926  3.2566273 ...  7.7472596  4.082555   3.5053267],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501167876724516864,GALAXY                   ,129.78365,50.83753,445,129.783657683792,50.8375461082986,1237651191357374620,1331,301,4,178,0.07313541,51873,518,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[12.090262 19.247019 21.923399 ... 50.69153  48.925724 47.360626],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501168151602423808,GALAXY                   ,129.75288,50.652633,445,129.752874701649,50.652626922502,1237651250948342008,1345,301,3,152,0.1615035,51873,519,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[ 2.951081  5.522518  4.745918 ... 19.108929 18.506432 16.089027],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501168426480330752,GALAXY                   ,129.79877,51.048397,445,129.798783200219,51.0483824743453,1237651191357440158,1331,301,4,179,0.04672018,51873,520,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[ 1.5526594  8.125902  10.344624  ...  4.5410595  5.747904   3.2341843],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501168701358237696,GALAXY                   ,129.94149,51.816727,445,129.941535860582,51.8167326320564,1237651252022542522,1345,301,5,159,0.09746257,51873,521,26,[3.5814 3.5815 3.5816 ... 3.9645 3.9646 3.9647],[ 6.8868046  8.472947  11.257671  ...  9.328095  13.046122  16.764425 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501168976236144640,GALAXY                   ,130.2739,51.609994,445,130.27394076198,51.6099877381061,1237651251485671587,1345,301,4,159,0.1892709,51873,522,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[ 8.661194  11.372678   4.235033  ... 12.462055  11.3318615  9.321979 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501169251114051584,GALAXY                   ,130.26127,51.800014,445,130.261290589935,51.8000101276311,1237651191894638737,1331,301,5,184,0.09233115,51873,523,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[ 8.345754  8.369116  7.829834 ... 12.186696 10.309492 10.671383],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501169525991958528,GALAXY                   ,130.28188,51.745428,445,130.281964353243,51.7454756874793,1237651191894638704,1331,301,5,184,0.01632496,51873,524,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[6.9431186 5.8684936 2.7594154 ... 5.888759  4.286867  1.6568553],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501169800869865472,GALAXY                   ,130.07654,51.874581,445,130.076538993092,51.8745813285228,1237651191894638784,1331,301,5,184,0.09709851,51873,525,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[ 5.898024  6.015593  8.463504 ... 29.705585 31.836529 26.108414],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501170075747772416,GALAXY                   ,130.00951,51.810197,445,130.009513713456,51.8101942906066,1237651191894638755,1331,301,5,184,0.09739321,51873,526,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[ 5.3248353  9.840359  18.101393  ... 23.894014  25.77203   22.494164 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501170350625679360,GALAXY                   ,130.52585,51.600971,445,130.525882269396,51.6009691013489,1237651251485671638,1345,301,4,159,0.05645034,51873,527,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[ 9.368112 19.556522 17.04667  ... 10.481775  8.957962  6.356007],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501170625503586304,QSO                      ,130.54109,51.505151,445,130.54107935103,51.5051718392727,1237651191357767814,1331,301,4,184,1.043727,51873,528,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[21.817776   8.770751  18.89708   ...  6.544119   3.0942004  3.6577272],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501170900381493248,GALAXY                   ,129.9455,51.78077,445,129.945493777371,51.78079834885,1237651191894573362,1331,301,5,183,0.05690523,51873,529,26,[3.5815 3.5816 3.5817 ... 3.9643 3.9644 3.9645],[10.814266   4.0099154  3.3751235 ...  4.4861436  4.5122957  1.8912147],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501171175259400192,GALAXY                   ,130.18784,51.804367,445,130.187856774679,51.8043678097109,1237651191894638780,1331,301,5,184,0.1668859,51873,530,26,[3.5813 3.5814 3.5815 ... 3.9643 3.9644 3.9645],[15.317605  11.150233   4.8026304 ... 13.180421  14.273041  13.486883 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501171450137307136,QSO                      ,130.50966,51.282437,445,130.509675486699,51.2824074814582,1237651191357636738,1331,301,4,182,1.824233,51873,531,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[51.630947 55.544613 55.487427 ... 13.03813  12.591506  9.798739],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501171725015214080,GALAXY                   ,130.38379,51.246301,445,130.383819384574,51.2462999223316,1237651191357636644,1331,301,4,182,0.01693749,51873,532,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[21.390837 16.928665 10.812937 ... 18.667574 15.421469 14.889074],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501172274771027968,GALAXY                   ,130.32991,51.379885,445,130.329922797796,51.379848085561,1237651191357636824,1331,301,4,182,0.1909882,51873,534,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[ 8.274095   3.2384136  4.937425  ... 18.554722  19.204342  17.81048  ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501172549648934912,QSO                      ,130.24255,51.222592,445,130.242580093091,51.2226159833514,1237651191357571236,1331,301,4,181,0.07239439,51873,535,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[10.270654   2.23633   10.2535515 ...  1.7925723  1.72598    1.4546323],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501172824526841856,GALAXY                   ,130.51315,51.506522,445,130.513138340768,51.506542676166,1237651191357767688,1331,301,4,184,0.1180588,51873,536,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[ 3.1091044  6.371127  11.192242  ... 18.209396  16.58607   14.244898 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501173099404748800,GALAXY                   ,130.41665,51.517289,445,130.41666484723,51.5172901055318,1237651251485606157,1345,301,4,158,0.07169405,51873,537,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],"[19.692493    7.3495855   0.16362734 ... 21.064104   20.563776
 14.648892  ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501173374282655744,GALAXY                   ,130.28574,51.5364,445,130.285768590079,51.5364053926579,1237651251485606139,1345,301,4,158,0.1864752,51873,538,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[ 9.957028   4.0649033  2.6177597 ... 11.444021  12.868308   9.98274  ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501173649160562688,GALAXY                   ,130.47813,51.47947,445,130.478141654396,51.4794775290511,1237651191357702311,1331,301,4,183,0.1152233,51873,539,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[ 2.1139562  8.476763  14.572759  ... 24.819284  21.679691  22.760725 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501173924038469632,GALAXY                   ,130.04642,51.726825,445,130.046482439295,51.726793809185,1237651191894573261,1331,301,5,183,0.05482313,51873,540,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[25.41487  16.685963 23.14322  ... 36.85228  32.637863 30.292936],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501174198916376576,QSO                      ,130.64314,51.060728,445,130.643133660726,51.0607035492362,1237651250948669632,1345,301,3,157,0.1113521,51873,541,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[18.479979  15.062693  12.817447  ...  6.1936707  5.1986365  1.642379 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501174473794283520,GALAXY                   ,130.21895,51.080237,445,130.218988371239,51.080287604446,1237651191357571165,1331,301,4,181,0.138537,51873,542,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[ 3.2855754  8.719937   1.7413905 ... 18.683392  14.189401  13.909069 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501174748672190464,GALAXY                   ,130.57083,51.127958,445,130.570837519962,51.1279333018925,1237651250948669639,1345,301,3,157,0.07359703,51873,543,26,[3.5814 3.5815 3.5816 ... 3.9643 3.9644 3.9645],[12.16632    6.2551165 12.693549  ... 31.428453  32.19032   27.916943 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501175023550097408,GALAXY                   ,130.36486,51.050852,445,130.364862687229,51.0508392290927,1237651250948604561,1345,301,3,156,0.4870556,51873,544,26,[3.5815 3.5816 3.5817 ... 3.9643 3.9644 3.9645],[0.75204754 2.9403358  1.5439976  ... 2.5904086  0.524249   0.49548852],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501175298428004352,GALAXY                   ,130.60812,51.012251,445,130.6080936279,51.0122209601593,1237651250948669583,1345,301,3,157,0.121568,51873,545,26,[3.5815 3.5816 3.5817 ... 3.9643 3.9644 3.9645],[11.574044 14.738103 13.729859 ... 35.208767 34.047115 28.274582],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501175573305911296,GALAXY                   ,130.81058,50.981269,445,130.810608007043,50.9812509922321,1237651190820765810,1331,301,3,182,0.1211739,51873,546,26,[3.5815 3.5816 3.5817 ... 3.9643 3.9644 3.9645],[ 6.7804704  4.2236223  5.5054584 ... 23.377762  17.923882  22.25421  ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501176123061725184,GALAXY                   ,130.31541,51.013428,445,130.315380063436,51.0133854017616,1237651250948604054,1345,301,3,156,0.03855925,51873,548,26,[3.5815 3.5816 3.5817 ... 3.9645 3.9646 3.9647],[12.638553   5.1491394  8.280537  ... 13.510658  14.65323   15.79589  ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501176397939632128,GALAXY                   ,130.48646,50.889512,445,130.486470770217,50.8895401425882,1237651190820634811,1331,301,3,180,0.07315006,51873,549,26,[3.5815 3.5816 3.5817 ... 3.9645 3.9646 3.9647],[ 5.1681027 10.105745  10.972227  ... 34.57144   35.548862  36.526356 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501176947695446016,QSO                      ,130.53989,50.802384,445,130.539896060472,50.8023858348027,1237651190820634891,1331,301,3,180,0.1267586,51873,551,26,[3.5816 3.5817 3.5818 ... 3.9645 3.9646 3.9647],[-0.6584247  2.7995152  5.0447125 ...  3.7334569  5.933845   8.134405 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501177222573352960,GALAXY                   ,130.45488,50.786433,445,130.454874672738,50.7864241333023,1237651190820634755,1331,301,3,180,0.05439333,51873,552,26,[3.5816 3.5817 3.5818 ... 3.9645 3.9646 3.9647],[24.384062 19.149033 23.016876 ... 46.634304 49.485123 52.33616 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501177497451259904,GALAXY                   ,130.59573,50.730919,445,130.595739303668,50.7309256105987,1237651190820634786,1331,301,3,180,0.1608175,51873,553,26,[3.5816 3.5817 3.5818 ... 3.9645 3.9646 3.9647],[ 8.51989    4.058472   3.6882813 ... 15.271075  15.870889  16.470749 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501177772329166848,GALAXY                   ,130.67238,50.6958,445,130.672312792334,50.6958147777091,1237651250411667692,1345,301,2,155,0.1258843,51873,554,26,[3.5816 3.5817 3.5818 ... 3.9643 3.9644 3.9645],[ 4.424271   4.2288966  3.9656935 ... 16.755453  13.918244  14.563611 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501178047207073792,GALAXY                   ,130.652,50.665006,445,130.652015937164,50.6649979674006,1237651250411667749,1345,301,2,155,0.3281792,51873,555,26,[3.5816 3.5817 3.5818 ... 3.9643 3.9644 3.9645],"[ 0.3063138  -1.0014431   0.75054497 ...  6.539519    6.2075634
  4.3724594 ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501178322084980736,GALAXY                   ,130.6997,50.676607,445,130.699705457431,50.6765947640966,1237651250411667690,1345,301,2,155,0.0965642,51873,556,26,[3.5817 3.5818 3.5819 ... 3.9643 3.9644 3.9645],[1.4843597 4.6382594 5.681095  ... 6.5518074 8.148099  4.695899 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501178596962887680,GALAXY                   ,130.41447,50.78844,445,130.414472821973,50.7884299704287,1237651190820634658,1331,301,3,180,0.05434483,51873,557,26,[3.5817 3.5818 3.5819 ... 3.9643 3.9644 3.9645],[35.55647  32.256847 33.565033 ... 23.713217 21.513756 21.210917],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501178871840794624,QSO                      ,130.55662,50.705011,445,130.556621193852,50.7050086828996,1237651190820634737,1331,301,3,180,0.1608637,51873,558,26,[3.5817 3.5818 3.5819 ... 3.9643 3.9644 3.9645],[4.0704317 3.4350734 5.9659204 ... 5.8720427 5.2173486 5.264746 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501179146718701568,QSO                      ,130.49629,50.665047,445,130.496305170387,50.6650156549354,1237651190820569284,1331,301,3,179,1.545461,51873,559,26,[3.5817 3.5818 3.5819 ... 3.9643 3.9644 3.9645],[10.255222  12.494362  12.832234  ...  4.8506827  3.359499   6.732049 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501179421596608512,GALAXY                   ,130.46199,50.657187,445,130.462000928795,50.6571582473555,1237651190820569130,1331,301,3,179,0.1607786,51873,560,26,[3.5817 3.5818 3.5819 ... 3.9643 3.9644 3.9645],[3.8188286 5.617212  3.3948543 ... 8.587346  8.584305  9.284024 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501179696474515456,GALAXY                   ,130.87596,51.659588,445,130.875899864759,51.659549457017,1237651191357833426,1331,301,4,185,0.1148563,51873,561,26,[3.5817 3.5818 3.5819 ... 3.9643 3.9644 3.9645],[ 7.3177986  4.8965745  6.4101467 ... 19.785831  20.063791  15.550033 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501179971352422400,GALAXY                   ,130.78319,51.4019,445,130.783221279264,51.4018712580426,1237651250948800785,1345,301,3,159,0.1140904,51873,562,26,[3.5818 3.5819 3.582  ... 3.9643 3.9644 3.9645],"[ 0.83825976  2.07308     4.920666   ...  9.889924   13.253888
 10.572978  ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501180246230329344,GALAXY                   ,130.74639,51.595345,445,130.746155293326,51.5953420576303,1237651191357833243,1331,301,4,185,0.1229856,51873,563,26,[3.5818 3.5819 3.582  ... 3.9643 3.9644 3.9645],[11.308995 12.113867  9.042056 ... 13.850907 10.058053  8.204766],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501180521108236288,GALAXY                   ,130.75955,51.392684,445,130.759562177261,51.3926436079092,1237651250948800772,1345,301,3,159,0.0975065,51873,564,26,[3.5818 3.5819 3.582  ... 3.9643 3.9644 3.9645],[ 5.5366197  5.241357   4.4345274 ... 12.019665   9.442138   6.8703303],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501180795986143232,GALAXY                   ,130.84767,51.541202,445,130.847674354418,51.5412035784005,1237651191357833355,1331,301,4,185,0.09118725,51873,565,26,[3.5818 3.5819 3.582  ... 3.9643 3.9644 3.9645],[13.030695   5.5116234  9.375024  ... 11.983796  10.099088   9.870321 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501181070864050176,GALAXY                   ,130.63764,51.574394,445,130.637640774465,51.5744039049791,1237651191357767874,1331,301,4,184,0.1690269,51873,566,26,[3.5818 3.5819 3.582  ... 3.9643 3.9644 3.9645],[ 4.6448083  9.120662   3.6645663 ... 13.385665  13.013323  10.579079 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501181345741957120,GALAXY                   ,130.98448,51.465595,445,130.984483739437,51.4655722581268,1237651250948866220,1345,301,3,160,0.09806902,51873,567,26,[3.5819 3.582  3.5821 ... 3.9643 3.9644 3.9645],[ 6.4666295  9.644421   6.2753215 ... 19.449036  21.381605  19.111961 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501181620619864064,GALAXY                   ,130.69249,51.33282,445,130.692526852495,51.3328027209942,1237651250948735225,1345,301,3,158,0.09727047,51873,568,26,[3.5819 3.582  3.5821 ... 3.9643 3.9644 3.9645],[2.0207272 2.9360108 4.0400634 ... 8.272518  5.668731  2.0164807],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501181895497771008,GALAXY                   ,130.82771,51.4197,445,130.82773459619,51.4196702049758,1237651250948800799,1345,301,3,159,0.1154957,51873,569,26,[3.5819 3.582  3.5821 ... 3.9643 3.9644 3.9645],"[ 5.6536384  -0.12549321  4.541235   ... 24.616222   25.457075
 26.045635  ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501182170375677952,QSO                      ,130.6038,51.750309,445,130.603841225342,51.7503076272208,1237651251485737031,1345,301,4,160,0.7970749,51873,570,26,[3.5819 3.582  3.5821 ... 3.9643 3.9644 3.9645],[65.98589  68.2942   70.919014 ...  9.25821  11.320509 10.352144],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501182445253584896,GALAXY                   ,130.5726,51.411511,445,130.572598338873,51.4115132145807,1237651191357702296,1331,301,4,183,0.0980197,51873,571,26,[3.582  3.5821 3.5822 ... 3.9643 3.9644 3.9645],[6.4445524 6.8913674 7.011371  ... 9.301637  4.9360347 4.967667 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501182720131491840,GALAXY                   ,130.93608,51.599111,445,130.936090524342,51.5991126949597,1237651191357833412,1331,301,4,185,0.0505971,51873,572,26,[3.582  3.5821 3.5822 ... 3.9643 3.9644 3.9645],[2.830924  3.8425167 6.646294  ... 4.446612  6.311225  3.6635847],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501182995009398784,GALAXY                   ,130.77003,51.247651,445,130.770044288821,51.2476388815242,1237651250948735213,1345,301,3,158,0.09811771,51873,573,26,[3.582  3.5821 3.5822 ... 3.9643 3.9644 3.9645],[12.31188   7.223071 10.413054 ... 39.19097  35.398952 34.526966],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501183269887305728,GALAXY                   ,130.78634,51.678497,445,130.7863426456,51.6785072629542,1237651191357833291,1331,301,4,185,0.1154223,51873,574,26,[3.582  3.5821 3.5822 ... 3.9643 3.9644 3.9645],"[ 8.419288    6.4167767   0.52728564 ... 22.304348   27.330183
 23.695127  ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501183544765212672,QSO                      ,130.74536,51.349673,445,130.745373861265,51.349638346615,1237651250948800515,1345,301,3,159,-0.000226801,51873,575,26,[3.582  3.5821 3.5822 ... 3.9643 3.9644 3.9645],[101.49521   98.47502   96.069756 ...  40.75259   38.617836  39.47893 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
